Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016000845,B2MISCARA-CSFSTRAT,8,288,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Missionary Sisters for Africa St. Francis Centre Chipata Compound,12191,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Franciscan Missionary Sisters for Africa St. Francis Centre Chipata Compound - (early child hood education care and nutrition program for OVCs at St. Francis Centre - awareness programs on early marriages),1,0,2,,,1,,,0,0,0,0,918,11.225,11.225, 0.01 , 0.01 ,,,11.225,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016000818,B2MISCARA-CSFSTRAT,8,282,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Volunteer Missionary Movement Organisational Capacity Development of Faraja Centre,12191,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Volunteer Missionary Movement Organisational Capacity Development of Faraja Centre - (to improve the quality of life for those living with disabilities and to support their parents and guardians in the region of Arusha, Tanzania,",1,0,2,,,1,,,0,0,0,0,918,37.182,37.182, 0.04 , 0.04 ,,,37.182,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001278,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 4.2 Improved knowledge and information management on education at national level,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 4.2 Improved knowledge and information managementon education at national level,1,0,1,,,1,,,0,0,0,0,918,49.845,49.845, 0.06 , 0.06 ,,,49.845,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000969,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Rosminian Fathers Grant Writing and Fundrai sing for missionary proje,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Rosminian Fathers Grant Writing and Fundraising for missionary project- one week workshop in  Rome,1,0,2,,,1,,,0,0,0,0,918,1.09,1.09, 0.00 , 0.00 ,,,1.09,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000973,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Little Sisters of the Assumption Grant Writing and Fundrai sing for Missionary Proje,11430,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Little Sisters of the Assumption Grant Writing and Fundraising for Missionary Projects  2016, Rome",1,0,2,,,1,,,0,0,0,0,918,0.817,0.817, 0.00 , 0.00 ,,,0.817,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001044,B2PROGRAM-CSFPRGFND,8,243,Plan Ireland,22000,7,10,110,B01,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strateg ic, evidence based and relevan t",11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strategic, evidence based and relevant",1,0,1,,,1,,,0,0,0,0,918,20.302,20.302, 0.02 , 0.02 ,,,20.302,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001059,B2PROGRAM-CSFPRGFND,8,244,Plan Ireland,22000,7,10,110,B01,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strateg ic, evidence based and relevan t",11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strategic, evidence based and relevant",1,0,2,,,1,,,0,0,0,0,918,13.761,13.761, 0.02 , 0.02 ,,,13.761,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000821,B2MISCARA-CSFSTRAT,8,282,Misean Cara,22000,7,10,110,B01,"Strategic Partnership for Development Sector: Divine Word Missionaries Carrying out need assessm ent in Epiphany parish, B",11430,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Divine Word Missionaries Carrying out need assessment in Epiphany parish, Burka, in Arusha district",1,0,2,,,1,,,0,0,0,0,918,10.664,10.664, 0.01 , 0.01 ,,,10.664,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000921,B2MISCARA-CSFSTRAT,8,645,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Notre Dame des Missions Capacity Building for the  Sisters of Our Lady of t,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Notre Dame des Missions Capacity Building for the Sisters of Our Lady of the Missions (RNDM) India South,1,0,2,,,1,,,0,0,0,0,918,10.876,10.876, 0.01 , 0.01 ,,,10.876,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001277,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strateg ic, evidence based and relevan t",11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strategic, evidence based and relevant",1,0,2,,,1,,,0,0,0,0,918,13.413,13.413, 0.01 , 0.01 ,,,13.413,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001406,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strateg ic, evidence based and relevan t",11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 4.1  Plan’s advocacy at national  level is strategic, evidence based and relevant",1,0,2,,,1,,,0,0,0,0,918,19.016,19.016, 0.02 , 0.02 ,,,19.016,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000964,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Sisters of St Louis Strengthening the Grant-w riting and Fundraising Ca ouis,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Sisters of St Louis Strengthening the Grant-writing and Fundraising Capacity of the Sisters of St. Louis,1,0,2,,,1,,,0,0,0,0,918,3.269,3.269, 0.00 , 0.00 ,,,3.269,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000859,B2MISCARA-CSFSTRAT,8,289,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Society of the Sacred Heart Organisational Capacity D evelopment of the Sacred a,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Society of the Sacred Heart Organisational Capacity Development of the SacredHeart Sisters in Kenya & Uganda,1,0,2,,,1,,,0,0,0,0,918,39.747,39.747, 0.04 , 0.04 ,,,39.747,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000835,B2MISCARA-CSFSTRAT,8,285,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Viatores Christi Structured Planning to op timise the effectiveness rogramme (SFFHP) Uganda.,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Viatores Christi Structured Planning to optimise the effectivenessof St. Francis Family Helper Programme (SFFHP) Uganda.,1,0,2,,,1,,,0,0,0,0,918,21.796,21.796, 0.02 , 0.02 ,,,21.796,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000839,B2MISCARA-CSFSTRAT,8,285,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Volunteer Missionary Movement Organisational Capacity D evelopment of the Little l Province Uganda,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Volunteer Missionary Movement Organisational Capacity Development of the LittleSisters of St Francis - Central Province Uganda,1,0,2,,,1,,,0,0,0,0,918,18.581,18.581, 0.02 , 0.02 ,,,18.581,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001036,B2PROGRAM-CSFPRGFND,8,243,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.5 Provincial education authorities promote best practices from the EQuIP progr amme upwards in their region,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.5 Provincial education authorities promote bestpractices from the EQuIP programme upwards in their region,1,0,1,,,1,,,0,0,0,0,918,11.42,11.42, 0.01 , 0.01 ,,,11.42,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001052,B2PROGRAM-CSFPRGFND,8,244,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.5: Regional Education authorities  promote best practices from the EQuIP progr amme upwards in their region,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.5: Regional Education authorities  promote bestpractices from the EQuIP programme upwards in their region,1,0,1,,,1,,,0,0,0,0,918,1.137,1.137, 0.00 , 0.00 ,,,1.137,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000974,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Sisters of the Immaculate Conception Grant Writing and Fundrai sing for Missionary Proje,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Franciscan Sisters of the Immaculate Conception Grant Writing and Fundraising for Missionary Projects--One Week Workshop - Rome,1,0,2,,,1,,,0,0,0,0,918,2.18,2.18, 0.00 , 0.00 ,,,2.18,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000820,B2MISCARA-CSFSTRAT,8,282,Misean Cara,22000,7,10,110,B01,"Strategic Partnership for Development Sector: Medical Missionaries of Mary Strategic plan, Centralization of data in Faraja C Faraja CBHC staff",11430,,01/01/2016,31/12/2016,"Strategic Partnership for Development Sector: Medical Missionaries of Mary Strategic plan, Centralization of data in Faraja CBHC and Capacity building forFaraja CBHC staff Singida Tanzania",1,0,2,,,1,,,0,0,0,0,918,8.173,8.173, 0.01 , 0.01 ,,,8.173,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000861,B2MISCARA-CSFSTRAT,8,289,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Society of the Sacred Heart Workshops,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Society of the Sacred Heart Workshops on  a) Projectwriting and reporting  b) Revision of policies Safeguarding Children and Vulnerable Adults.,1,0,2,,,1,,,0,0,0,0,918,1.529,1.529, 0.00 , 0.00 ,,,1.529,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000865,B2MISCARA-CSFSTRAT,8,289,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul KODE Online courses Gender based Violence,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul KODE Online courses Gender based Violence; Child Safeguarding; HIV &Gender; Monitoring and Evaluation,2,0,2,,,1,,,0,0,0,0,918,6.833,6.833, 0.01 , 0.01 ,,,6.833,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001407,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 4.2   Best practices in relation to quality and in clusion are used in informing the Education Sector Plan,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 4.2   Best practices in relation to quality and inclusion are used in informingthe Education Sector Plan,1,0,2,,,1,,,0,0,0,0,918,7.123,7.123, 0.01 , 0.01 ,,,7.123,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000847,B2MISCARA-CSFSTRAT,8,288,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Increased sustainability of FMDM Kasanka Rural Mss,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Franciscan Missionaries of the Divine Motherhood Increased sustainabilityof FMDM Kasanka Rural Mssion Programmes,1,0,2,,,1,,,0,0,0,0,918,10.898,10.898, 0.01 , 0.01 ,,,10.898,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000654,B2MISCARA-CSFSTRAT,8,238,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Salesian Sisters Training course for the creation of Development O rovinces of Africa,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Salesian Sisters Training course for thecreation of Development Offices for Salesian sisters' Provinces of Africa,1,0,2,,,1,,,0,0,0,0,918,19.529,19.529, 0.02 , 0.02 ,,,19.529,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001388,B2PROGRAM-CSFPRGFND,8,285,Aidlink,22000,7,10,110,B01,Civil Society Programme Funding: A 'child friendly' learning environment achieved i n targeted primary schools by December 2016,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: A 'child friendly' learning environment achieved in targeted primary schools byDecember 2016,1,0,0,,,1,,,0,0,0,0,918,101.25,101.25, 0.11 , 0.11 ,,,101.25,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001279,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 4.3 An improved primary level curriculum that refl ects an inclusive approach to education,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 4.3 An improved primary level curriculum that refl ects an inclusive approach to education,1,0,2,,,1,,,0,0,0,0,918,2.164,2.164, 0.00 , 0.00 ,,,2.164,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001060,B2PROGRAM-CSFPRGFND,8,244,Plan Ireland,22000,7,10,110,B01,"Civil Society Programme Funding: 4.2  The next three year education plan includes k ey references to learning outc omes, quality and inclusion",11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 4.2  The next three year education plan includes key references to learning outcomes, quality and inclusion",1,0,2,,,1,,,0,0,0,0,918,8.138,8.138, 0.01 , 0.01 ,,,8.138,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001268,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.4 : Provincial education authorities promote bes t practices from the EQuIP pro gramme upwards in their region,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.4 : Provincial education authorities promote best practices from the EQuIP programme upwards in their region,1,0,2,,,1,,,0,0,0,0,918,1.264,1.264, 0.00 , 0.00 ,,,1.264,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001301,B2PROGRAM-CSFPRGFND,8,278,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Increased institutional capacity in Kutum to implement good quality sustainableand affordable health interventions w,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Increased institutional capacity in Kutum to implement good quality sustainableand affordable health interventions which meet the needs ofthe most vulnerable,1,0,2,,,1,,,0,0,0,0,918,15.657,15.657, 0.02 , 0.02 ,,,15.657,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016001125,B2PROGRAM-CSFPRGFND,8,253,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich m,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Strengthened institutional capacity to implement good quality sustainable and affordable health interventionswhich meet the needs of the most vulnerable in Nsanje and Balaka,1,1,2,,,1,,,1,1,1,1,918,58.175,58.175, 0.06 , 0.06 ,,,58.175,,,,,,,,,,,,,,,,,,,,3,,,,
2016,01/01/2016,21,1,2016000781,B2MISCARA-CSFSTRAT,8,261,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul To develop the organizational capacity within the Charity,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Daughters of Charity of St Vincent de Paul To develop the  organizational capacity within the projects of the Daughters ofCharity using  a values basedapproach,1,0,2,,,1,,,0,0,0,0,918,21.731,21.731, 0.02 , 0.02 ,,,21.731,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000961,B2MISCARA-CSFSTRAT,8,998,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Improve performance through capacity building,11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Improve performance through capacity building in Financial Management and Project Managment for MSHR in 7 Regions of the Congregation,1,0,2,,,1,,,0,0,0,0,918,20.309,20.309, 0.02 , 0.02 ,,,20.309,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001045,B2PROGRAM-CSFPRGFND,8,243,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 4.2 Quality components of the PSE are implemented successfully with stronger con sideration on issues related t,11110,,01/01/2016,31/12/2016,Civil Society Programme Funding: 4.2 Quality components of the PSE are implementedsuccessfully with stronger consideration on issues related to girls access and completion,1,0,1,,,1,,,0,0,0,0,918,11.42,11.42, 0.01 , 0.01 ,,,11.42,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000990,B2PROGRAM-CSFPRGFND,8,229,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,33.487,33.487, 0.04 , 0.04 ,,,33.487,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001111,B2PROGRAM-CSFPRGFND,8,251,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider g,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,8.983,8.983, 0.01 , 0.01 ,,,8.983,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001152,B2PROGRAM-CSFPRGFND,8,255,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider g,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,51.765,51.765, 0.06 , 0.06 ,,,51.765,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000665,B2MISCARA-CSFSTRAT,8,241,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Project Cycle Management (KODE),11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Project Cycle Management(KODE) Training for MSHRRegional Development Coordiantor Ghana and Equipment for Ghana Regional Development Office,1,0,2,,,1,,,0,0,0,0,918,1.867,1.867, 0.00 , 0.00 ,,,1.867,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000666,B2MISCARA-CSFSTRAT,8,241,Misean Cara,22000,7,10,110,B01,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Project Cycle Management (KODE),11430,,01/01/2016,31/12/2016,Strategic Partnership for Development Sector: Missionary Sisters of Holy Rosary Project Cycle Management(KODE) Training for MSHRRegional Development Coordiantor Ghana and Equipment for Ghana Regional Development Office,1,0,2,,,1,,,0,0,0,0,918,0.531,0.531, 0.00 , 0.00 ,,,0.531,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001231,B2PROGRAM-CSFPRGFND,8,269,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider g,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,29.406,29.406, 0.03 , 0.03 ,,,29.406,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001234,B2PROGRAM-CSFPRGFND,8,272,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider g,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,37.935,37.935, 0.04 , 0.04 ,,,37.935,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001423,B2PROGRAM-CSFPRGFND,8,298,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider g,11110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 2) Contribution to the delivery of quality education of disabled and visually impaired girls and boys within wider government education systems in Sightsavers programmesin 6 target countries in WestAfrica (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,22.678,22.678, 0.03 , 0.03 ,,,22.678,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001400,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 2.1.2 More girl friendly school environment,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 2.1.2 More girl friendly school environment,2,0,0,,,1,,,0,0,0,0,918,0.443,0.443, 0.00 , 0.00 ,,,0.443,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001046,B2PROGRAM-CSFPRGFND,8,243,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,32.435,32.435, 0.04 , 0.04 ,,,32.435,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001110,B2PROGRAM-CSFPRGFND,8,251,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrateg,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers  eye health services as an integral part of the national healthstrategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,69.132,69.132, 0.08 , 0.08 ,,,69.132,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001273,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 2.2.2  Target schools become more disability frien dly,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 2.2.2  Target schools become more disability friendly,1,0,1,,,1,,,0,0,0,0,918,77.587,77.587, 0.09 , 0.09 ,,,77.587,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001403,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 2.2.2    Target schools become more disability fri endly,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 2.2.2    Target schools become more disability friendly,1,0,1,,,1,,,0,0,0,0,918,5.965,5.965, 0.01 , 0.01 ,,,5.965,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001397,B2PROGRAM-CSFPRGFND,8,287,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 1.2  Students avail of increased opportunities for  learning,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 1.2  Students avail of increased opportunities for learning,1,0,0,,,1,,,0,0,0,0,918,30.001,30.001, 0.03 , 0.03 ,,,30.001,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001374,B2PROGRAM-CSFPRGFND,8,285,Goal,22000,7,10,110,B01,Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which mee,12110,,01/01/2016,31/12/2016,Civil Society Programme Funding: Increased institutional capacity to implement good quality sustainable and affordable health interventions which meet the needs of the mostvulnerable with exclusive focus on health facilities in Bugiri,1,0,2,,,1,,,0,0,0,0,918,9.29,9.29, 0.01 , 0.01 ,,,9.29,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000989,B2PROGRAM-CSFPRGFND,8,229,Sight Savers Ir,22000,7,10,110,B01,Civil Society Programme Funding: 1) A strengthened health system that delivers eye health services as an integral part of the national health,12110,,01/01/2016,31/12/2016,"Civil Society Programme Funding: 1) A strengthened health system that delivers eye health services as an integral part of the national health strategy in 6 target countries in West Africa (Sierra Leone, Liberia, Cameroon, Mali, Senegal, Guinea)",1,0,2,,,1,,,0,0,0,0,918,107.832,107.832, 0.12 , 0.12 ,,,107.832,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001275,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 3.1  Improved learning environment for children,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 3.1  Improved learning environment for children,1,0,1,,,1,,,0,0,0,0,918,4.934,4.934, 0.01 , 0.01 ,,,4.934,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001270,B2PROGRAM-CSFPRGFND,8,272,Plan Ireland,22000,7,10,110,B01,Civil Society Programme Funding: 2.1.2 A more girl friendly school environment,11120,,01/01/2016,31/12/2016,Civil Society Programme Funding: 2.1.2 A more girl friendly school environment,2,0,0,,,1,,,0,0,0,0,918,2.283,2.283, 0.00 , 0.00 ,,,2.283,,,,,,,,,,,,,,,,,,,,0,,,,
