iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
XM-DAC-21-1-20179901969B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes: There is increased public awareness in Ireland of the role volunteers play in de,Volunteer Related Programmes: There is increased public awareness in Ireland of the role volunteers play in de,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,7,110,10,,,EUR,,0,3616,0,0,0,0,0
XM-DAC-21-1-20179901970B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"Volunteer Related Programmes: More professionals, particularly in the health and  education sectors in Ireland,","Volunteer Related Programmes: More professionals, particularly in the health and  education sectors in Ireland,",4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,7,110,10,,,EUR,,0,3616,0,0,0,0,0
XM-DAC-21-1-20179901971B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"Volunteer Related Programmes: VSO creates space for volunteers, both current and  returned, to share their expe","Volunteer Related Programmes: VSO creates space for volunteers, both current and  returned, to share their expe",4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,7,110,10,,,EUR,,0,3616,0,0,0,0,0
XM-DAC-21-1-20179901972B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes: Monitoring and Evaluation ,Volunteer Related Programmes: Monitoring and Evaluation ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,7,110,10,,,EUR,,0,11833,0,0,0,0,0
XM-DAC-21-1-20179901973B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes: HQ Administration ,Volunteer Related Programmes: HQ Administration ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,7,110,10,,,EUR,,0,20028,0,0,0,0,0
XM-DAC-21-1-20179901974B2VOL-VOL005,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes: Year 1 of Stategic Paternsip Payment 2017 Comhlamh ,Volunteer Related Programmes: Year 1 of Stategic Paternsip Payment 2017 Comhlamh ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,3,110,10,,,EUR,,0,395000,0,0,0,0,0
XM-DAC-21-1-20179901975B2VOL-VOL006,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes,Volunteer Related Programmes,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,69064.09000000001,0,0,0,0,0
XM-DAC-21-1-20179901976B2VOL-CSFSTRAT,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Volunteer Related Programmes,Volunteer Related Programmes,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,0,3593.9799999999996,0,0,0,0
XM-DAC-21-1-20179901977B3HUMCERF-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IFRC 17 02 Dominica AD18/01/02,IFRC 17 02 Dominica AD18/01/02,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,DM,Dominica,,,,,,,,,,1,110,10,,,EUR,,0,150000,0,0,0,0,0
XM-DAC-21-1-20179901978B3HUMCERF-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ICRC's Emergency Appeal 2017: Myanmar ,ICRC's Emergency Appeal 2017: Myanmar ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,MM,Myanmar,,,,,,,,,,1,110,10,,,EUR,,0,540000,0,0,0,0,0
XM-DAC-21-1-20179901984B3HUMCRISAPP-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,CHF 17 02 Sudan Additional Funding ,CHF 17 02 Sudan Additional Funding ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SD,Sudan (The),,,,,,,,,,1,110,10,,,EUR,,0,250000,0,0,0,0,0
XM-DAC-21-1-20179901979B3HUMCERF-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HQHUM - 2018 - CERF - CERF 18 01 ,HQHUM - 2018 - CERF - CERF 18 01 ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,4000000,0,0,0,0,0
XM-DAC-21-1-20179901980B3HUMCORE-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IRCS 17 01 Niger ,IRCS 17 01 Niger ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,NE,Niger (The),,,,,,,,,,1,110,10,,,EUR,,0,200000,0,0,0,0,0
XM-DAC-21-1-20179901981B3HUMCORE-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNOCHA 17 11 Additional Core Funding ,UNOCHA 17 11 Additional Core Funding ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,2,110,10,,,EUR,,0,500000,0,0,0,0,0
XM-DAC-21-1-20179901982B3HUMCRISAPP-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,CHF 17 04 CAR Additional Funding ,CHF 17 04 CAR Additional Funding ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,250000,0,0,0,0,0
XM-DAC-21-1-20179901985B3HUMCRISAPP-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNOCHA 17 10 Yemen Humanitarian Pooled Fund ,UNOCHA 17 10 Yemen Humanitarian Pooled Fund ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,YE,Yemen,,,,,,,,,,1,110,10,,,EUR,,0,750000,0,0,0,0,0
XM-DAC-21-1-20179901986B3HUMCRISAPP-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNOCHA 17 12 Additional Funding to YHPF ,UNOCHA 17 12 Additional Funding to YHPF ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,YE,Yemen,,,,,,,,,,1,110,10,,,EUR,,0,500000,0,0,0,0,0
XM-DAC-21-1-20179901987B3HUMCRISAPP-EME1HQ036,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UNICEF 17 03 Eritrea ,UNICEF 17 03 Eritrea ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ER,Eritrea,,,,,,,,,,1,110,10,,,EUR,,0,1000000,0,0,0,0,0
XM-DAC-21-1-20179901988B3HUMGEN-EME1HQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UN OCHA 17 08 Gen Cap Funding ,UN OCHA 17 08 Gen Cap Funding ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,200000,0,0,0,0,0
XM-DAC-21-1-20179901999B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,World Vision Ireland 2017 ERFS Funding AD18/01/03,World Vision Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SY,Syrian Arab Republic,,,,,,,,,,1,110,10,,,EUR,,0,115000,0,0,0,0,0
XM-DAC-21-1-20179901989B3HUMGEN-EME1HQ022,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,UN OCHA 17 09 Pro Cap Funding ,UN OCHA 17 09 Pro Cap Funding ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,200000,0,0,0,0,0
XM-DAC-21-1-20179901990B3HUMMINE-CIRL1214,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,INVOICE 1 MINE ACTION IRISHAID Review of Irish Aid,INVOICE 1 MINE ACTION IRISHAID Review of Irish Aid,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,0,4500,0,0,0,0
XM-DAC-21-1-20179901991B3HUMMINE-RECHQ007,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HALO TRUST DEMINING PROGRAMME EXTN 2017 ,HALO TRUST DEMINING PROGRAMME EXTN 2017 ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ZW,Zimbabwe,,,,,,,,,,3,110,10,,,EUR,,0,70000,0,0,0,0,0
XM-DAC-21-1-20179901992B3HUMMINE-RECHQ007,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HALO TRUST DEMINING PROG EXTN 2017 ,HALO TRUST DEMINING PROG EXTN 2017 ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,3,110,10,,,EUR,,0,110000,0,0,0,0,0
XM-DAC-21-1-20179902000B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,NP,Nepal,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179901993B3HUMMINE-RECHQ007,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HALO TRUST DEMINING PROG EXTN 2017 ,HALO TRUST DEMINING PROG EXTN 2017 ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,AF,Afghanistan,,,,,,,,,,3,110,10,,,EUR,,0,150000,0,0,0,0,0
XM-DAC-21-1-20179901994B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Trocaire 2017 ERFS Funding AD18/01/03,Trocaire 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,135000,0,0,0,0,0
XM-DAC-21-1-20179901995B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,KE,Kenya,,,,,,,,,,1,110,10,,,EUR,,0,75000,0,0,0,0,0
XM-DAC-21-1-20179901996B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Trocaire 2017 ERFS Funding AD18/01/03,Trocaire 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SL,Sierra Leone,,,,,,,,,,1,110,10,,,EUR,,0,115000,0,0,0,0,0
XM-DAC-21-1-20179901997B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Trocaire 2017 ERFS Funding AD18/01/03,Trocaire 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,1,110,10,,,EUR,,0,150000,0,0,0,0,0
XM-DAC-21-1-20179901998B3HUMNGO-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,World Vision Ireland 2017 ERFS Funding AD18/01/03,World Vision Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,1,110,10,,,EUR,,0,130000,0,0,0,0,0
XM-DAC-21-1-20179902001B3HUMNGO-EME1HQ011,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902002B3HUMNGO-EME1HQ011,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ET,Ethiopia,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902003B3HUMNGO-EME1HQ011,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Oxfam Ireland 2017 ERFS Funding AD18/01/03,Oxfam Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SO,Somalia,,,,,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902004B3HUMNGO-EME1HQ011,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Plan Ireland 2017 ERFS Funding AD18/01/03,Plan Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902005B3HUMNGO-EME1HQ011,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,World Vision Ireland 2017 ERFS Funding AD18/01/03,World Vision Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,130000,0,0,0,0,0
XM-DAC-21-1-20179902006B3HUMNGO-EME1HQ012,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Oxfam Ireland 2017 ERFS Funding AD18/01/03,Oxfam Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902007B3HUMNGO-EME1HQ012,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Oxfam Ireland 2017 ERFS Funding AD18/01/03,Oxfam Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,125000,0,0,0,0,0
XM-DAC-21-1-20179902008B3HUMNGO-EME1HQ012,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SL,Sierra Leone,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902009B3HUMNGO-EME1HQ012,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,SS,South Sudan,,,,,,,,,,1,110,10,,,EUR,,0,96034,0,0,0,0,0
XM-DAC-21-1-20179902010B3HUMNGO-EME1HQ012,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Plan Ireland 2017 ERFS Funding AD18/01/03,Plan Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902011B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Trocaire 2017 ERFS Funding AD18/01/03,Trocaire 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,ET,Ethiopia,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902012B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Trocaire 2017 ERFS Funding AD18/01/03,Trocaire 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,KE,Kenya,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902013B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,IN,India,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902014B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Plan Ireland 2017 ERFS Funding AD18/01/03,Plan Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,NP,Nepal,,,,,,,,,,1,110,10,,,EUR,,0,75000,0,0,0,0,0
XM-DAC-21-1-20179902015B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,ERFS 2017 Funding to Christian Aid Ireland AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,103966,0,0,0,0,0
XM-DAC-21-1-20179902016B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902017B3HUMNGO-EME1HQ015,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ERFS 2017 Funding to Concern Worldwide AD18/01/03,ERFS 2017 Funding to Concern Worldwide AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BD,Bangladesh,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902018B3HUMNGO-EME1HQ036,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Plan Ireland 2017 ERFS Funding AD18/01/03,Plan Ireland 2017 ERFS Funding AD18/01/03,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,UG,Uganda,,,,,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902019B3HUMPRACT-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,ALNAP 16 01 GPP 2nd tranche ,ALNAP 16 01 GPP 2nd tranche ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,100000,0,0,0,0,0
XM-DAC-21-1-20179902024B3HUMRRI-EME1HQ018,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,Rapid Response Initiative - Technical assistance,Rapid Response Initiative - Technical assistance,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TN,Tunisia,,,,,,,,,,1,110,10,,,EUR,,0,0,403.81,0,0,0,0
XM-DAC-21-1-20179902020B3HUMPRACT-EME1HQ001,2,2018-11-15 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,HPG 16 01 GPP 2nd tranche ,HPG 16 01 GPP 2nd tranche ,4,,,2017-01-01,2017-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,150000,0,0,0,0,0
